id,target,effect,interventionLimit,username,tiomstamp,score
3895,"ukb_b_6519,ieu_a_1239",ukb_b_3957,2,game-0.5990370981640644,7/12/20 23:23,42
3896,"ieu_a_1239,ukb_b_5238",ukb_b_5076,2,game-0.5990370981640644,7/12/20 23:23,0
3897,"ukb_b_19953,ieu_a_1239",ukb_b_5076,2,game-0.5990370981640644,7/12/20 23:23,100
3898,"ukb_b_3957,ukb_b_6519",ukb_b_8476,2,game-0.5990370981640644,7/12/20 23:24,100
3899,"ukb_b_4710,ieu_a_1239",ukb_b_5237,2,game-0.5990370981640644,7/12/20 23:24,0
3900,"ukb_b_19953,ukb_b_3957",ukb_b_5076,2,game-0.5990370981640644,7/12/20 23:24,0
3901,"ukb_b_4710,ieu_a_1239",ieu_a_24,2,game-0.5990370981640644,7/12/20 23:25,59
3902,"ukb_b_3957,ukb_b_5238",ieu_a_1239,2,game-0.5990370981640644,7/12/20 23:25,60
3903,"ukb_b_3957,ukb_b_6519",ukb_b_5238,2,game-0.5990370981640644,7/12/20 23:25,19
3904,"ukb_b_5238,ukb_b_5779",ieu_a_1239,2,game-0.5990370981640644,7/12/20 23:25,29
3905,"ukb_b_19953,ukb_b_5779",ukb_b_4956,2,game-0.5990370981640644,7/12/20 23:25,100
3906,ukb_b_3957,ieu_a_1018,1,game-0.5990370981640644,7/12/20 23:26,54
3907,"ukb_b_8476,ukb_b_6519",ieu_a_118,2,game-0.5990370981640644,7/12/20 23:26,100
3908,"ukb_b_19953,ieu_a_1239",ieu_a_7,2,game-0.5990370981640644,7/12/20 23:26,81
3909,"ukb_b_6519,ukb_b_3957",ukb_b_5076,2,game-0.5990370981640644,7/12/20 23:26,100
3910,"ieu_a_1239,ukb_b_6519",ukb_b_8476,2,game-0.5990370981640644,7/12/20 23:26,100
3911,"ukb_b_6519,ieu_a_1187",ukb_b_5076,2,game-0.5990370981640644,7/12/20 23:27,100
3912,"ieu_a_1239,ukb_b_19953",ieu_a_7,2,game-0.5990370981640644,7/12/20 23:27,81
3913,ieu_a_1239,999,1,iv-0.507206669945609,8/12/20 09:46,999
3914,ukb_b_3957,999,2,iv-0.507206669945609,8/12/20 09:46,999
3915,ieu_a_24,999,3,iv-0.507206669945609,8/12/20 09:46,999
3916,ukb_b_8476,999,4,iv-0.507206669945609,8/12/20 09:46,999
3917,ieu_a_1239,999,5,iv-0.507206669945609,8/12/20 09:47,999
3918,ieu_a_1239,999,6,iv-0.507206669945609,8/12/20 09:47,999
3919,ieu_a_1239,999,7,iv-0.507206669945609,8/12/20 09:47,999
3920,ukb_b_4956,999,8,iv-0.507206669945609,8/12/20 09:47,999
3921,ukb_b_5238,999,9,iv-0.507206669945609,8/12/20 09:47,999
3922,ukb_b_19953,999,10,iv-0.507206669945609,8/12/20 09:49,999
3923,ukb_b_19953,999,11,iv-0.507206669945609,8/12/20 09:49,999
3924,ukb_b_4710,999,12,iv-0.507206669945609,8/12/20 09:49,999
3925,ukb_b_4710,999,13,iv-0.507206669945609,8/12/20 09:51,999
3926,ieu_a_1018,999,14,iv-0.507206669945609,8/12/20 09:51,999
3927,ieu_a_1239,999,15,iv-0.507206669945609,8/12/20 09:52,999
3928,ieu_a_1239,999,16,iv-0.507206669945609,8/12/20 09:52,999
3929,ieu_a_1018,999,17,iv-0.507206669945609,8/12/20 09:53,999
3930,ieu_a_1018,999,18,iv-0.507206669945609,8/12/20 09:53,999
3931,ukb_b_5237,999,19,iv-0.507206669945609,8/12/20 09:53,999
3932,ukb_b_5237,999,20,iv-0.507206669945609,8/12/20 09:53,999
3933,ukb_b_5238,999,21,iv-0.507206669945609,8/12/20 09:53,999
3934,ukb_b_5238,999,22,iv-0.507206669945609,8/12/20 09:53,999
3935,ukb_b_4710,999,23,iv-0.507206669945609,8/12/20 09:53,999
3936,ukb_b_4710,999,24,iv-0.507206669945609,8/12/20 09:53,999
3937,ukb_b_4710,999,25,iv-0.507206669945609,8/12/20 09:53,999
3938,ukb_b_4710,999,26,iv-0.507206669945609,8/12/20 09:53,999
3939,ukb_b_4710,999,27,iv-0.507206669945609,8/12/20 09:53,999
3940,ukb_b_4710,999,28,iv-0.507206669945609,8/12/20 09:53,999
3941,ieu_a_1018,999,29,iv-0.507206669945609,8/12/20 09:53,999
3942,ieu_a_1018,999,30,iv-0.507206669945609,8/12/20 09:53,999
3943,ukb_b_5076,999,31,iv-0.507206669945609,8/12/20 09:53,999
3944,ukb_b_5076,999,32,iv-0.507206669945609,8/12/20 09:53,999
3945,ukb_b_5076,999,33,iv-0.507206669945609,8/12/20 09:53,999
3946,ieu_a_1239,999,34,iv-0.507206669945609,8/12/20 09:54,999
3947,ieu_a_1239,999,35,iv-0.507206669945609,8/12/20 09:54,999
3948,ieu_a_24,999,36,iv-0.507206669945609,8/12/20 09:54,999
3949,ieu_a_24,999,37,iv-0.507206669945609,8/12/20 09:54,999
3950,ukb_b_5238,999,39,iv-0.507206669945609,8/12/20 09:54,999
3951,ukb_b_5238,999,38,iv-0.507206669945609,8/12/20 09:54,999
3952,ukb_b_4710,999,40,iv-0.507206669945609,8/12/20 09:54,999
3953,ukb_b_4710,999,41,iv-0.507206669945609,8/12/20 09:54,999
3954,ukb_b_4710,999,42,iv-0.507206669945609,8/12/20 09:55,999
3955,ukb_b_4710,999,43,iv-0.507206669945609,8/12/20 09:55,999
3956,ukb_b_5238,999,44,iv-0.507206669945609,8/12/20 09:55,999
3957,ukb_b_5238,999,45,iv-0.507206669945609,8/12/20 09:55,999
3958,ukb_b_5076,999,46,iv-0.507206669945609,8/12/20 09:55,999
3959,ukb_b_5076,999,47,iv-0.507206669945609,8/12/20 09:55,999
3960,ukb_b_5076,999,48,iv-0.507206669945609,8/12/20 09:55,999
3961,ukb_b_5076,999,49,iv-0.507206669945609,8/12/20 09:55,999
3962,ieu_a_1018,999,50,iv-0.507206669945609,8/12/20 09:55,999
3963,ieu_a_1018,999,51,iv-0.507206669945609,8/12/20 09:55,999
3964,ieu_a_1239,999,52,iv-0.507206669945609,8/12/20 09:55,999
3965,ieu_a_1239,999,53,iv-0.507206669945609,8/12/20 09:55,999
3966,ukb_b_5237,999,54,iv-0.507206669945609,8/12/20 09:58,999
3967,ukb_b_5237,999,55,iv-0.507206669945609,8/12/20 09:58,999
3968,ieu_a_1018,999,56,iv-0.507206669945609,8/12/20 09:58,999
3969,ieu_a_1018,999,57,iv-0.507206669945609,8/12/20 09:58,999
3970,ukb_b_6519,999,58,iv-0.507206669945609,8/12/20 09:58,999
3971,ukb_b_6519,999,59,iv-0.507206669945609,8/12/20 09:58,999
3972,ieu_a_24,999,60,iv-0.507206669945609,8/12/20 09:58,999
3973,ieu_a_24,999,61,iv-0.507206669945609,8/12/20 09:58,999
3974,ukb_b_19953,999,1,iv-0.7268354247537612,8/12/20 11:31,999
3975,ukb_b_19953,999,2,iv-0.7268354247537612,8/12/20 11:31,999
3976,ukb_b_19953,999,3,iv-0.7268354247537612,8/12/20 11:31,999
3977,ukb_b_5238,999,4,iv-0.7268354247537612,8/12/20 11:31,999
3978,ukb_b_5237,999,5,iv-0.7268354247537612,8/12/20 11:31,999
3979,ieu_a_1239,999,6,iv-0.7268354247537612,8/12/20 11:31,999
3980,ukb_b_3957,999,7,iv-0.7268354247537612,8/12/20 11:32,999
3981,ukb_b_5238,999,11,iv-0.7268354247537612,8/12/20 11:33,999
3982,ukb_b_5238,999,10,iv-0.7268354247537612,8/12/20 11:33,999
3983,ukb_b_5238,999,9,iv-0.7268354247537612,8/12/20 11:33,999
3984,ukb_b_5238,999,8,iv-0.7268354247537612,8/12/20 11:33,999
3985,ukb_b_4710,999,12,iv-0.7268354247537612,8/12/20 11:33,999
3986,ukb_b_4710,999,13,iv-0.7268354247537612,8/12/20 11:33,999
3987,ukb_b_4710,999,14,iv-0.7268354247537612,8/12/20 11:33,999
3988,ukb_b_4710,999,15,iv-0.7268354247537612,8/12/20 11:33,999
3989,ukb_b_4710,999,16,iv-0.7268354247537612,8/12/20 11:33,999
3990,ukb_b_4710,999,17,iv-0.7268354247537612,8/12/20 11:33,999
3991,ukb_b_4710,999,18,iv-0.7268354247537612,8/12/20 11:33,999
3992,ukb_b_4710,999,19,iv-0.7268354247537612,8/12/20 11:33,999
3993,ieu_a_7,999,20,iv-0.7268354247537612,8/12/20 11:33,999
3994,ieu_a_1239,999,21,iv-0.7268354247537612,8/12/20 11:34,999
3995,ieu_a_118,999,22,iv-0.7268354247537612,8/12/20 11:35,999
3996,ukb_b_4956,999,23,iv-0.7268354247537612,8/12/20 11:35,999
3997,ukb_b_4956,999,24,iv-0.7268354247537612,8/12/20 11:35,999
3998,ukb_b_4956,999,25,iv-0.7268354247537612,8/12/20 11:35,999
3999,ieu_a_1187,999,26,iv-0.7268354247537612,8/12/20 11:35,999
4000,ieu_a_1187,999,27,iv-0.7268354247537612,8/12/20 11:35,999
4001,ieu_a_1187,999,28,iv-0.7268354247537612,8/12/20 11:35,999
4002,ieu_a_1018,999,29,iv-0.7268354247537612,8/12/20 11:35,999
4003,ieu_a_1018,999,30,iv-0.7268354247537612,8/12/20 11:35,999
4004,ieu_a_1018,999,31,iv-0.7268354247537612,8/12/20 11:35,999
4005,ukb_b_5779,999,32,iv-0.7268354247537612,8/12/20 11:36,999
4006,ukb_b_5779,999,33,iv-0.7268354247537612,8/12/20 11:36,999
4007,ukb_b_5779,999,34,iv-0.7268354247537612,8/12/20 11:36,999
4008,ukb_b_5779,999,35,iv-0.7268354247537612,8/12/20 11:36,999
4009,ukb_b_5779,999,36,iv-0.7268354247537612,8/12/20 11:36,999
4010,ukb_b_5779,999,37,iv-0.7268354247537612,8/12/20 11:36,999
4011,ukb_b_5779,999,38,iv-0.7268354247537612,8/12/20 11:36,999
4012,ukb_b_5779,999,39,iv-0.7268354247537612,8/12/20 11:36,999
4013,ukb_b_5779,999,40,iv-0.7268354247537612,8/12/20 11:36,999
4014,ukb_b_5779,999,41,iv-0.7268354247537612,8/12/20 11:36,999
4015,ukb_b_5779,999,42,iv-0.7268354247537612,8/12/20 11:36,999
4016,ukb_b_5779,999,43,iv-0.7268354247537612,8/12/20 11:36,999
4017,ukb_b_5779,999,44,iv-0.7268354247537612,8/12/20 11:36,999
4018,ukb_b_5779,999,45,iv-0.7268354247537612,8/12/20 11:36,999
4019,ukb_b_5779,999,46,iv-0.7268354247537612,8/12/20 11:36,999
4020,ukb_b_5779,999,47,iv-0.7268354247537612,8/12/20 11:36,999
4021,ukb_b_5779,999,48,iv-0.7268354247537612,8/12/20 11:36,999
4022,ukb_b_5779,999,49,iv-0.7268354247537612,8/12/20 11:36,999
4023,ukb_b_5779,999,50,iv-0.7268354247537612,8/12/20 11:36,999
4024,ukb_b_5779,999,51,iv-0.7268354247537612,8/12/20 11:36,999
4025,ukb_b_5779,999,52,iv-0.7268354247537612,8/12/20 11:36,999
4026,ukb_b_5779,999,53,iv-0.7268354247537612,8/12/20 11:36,999
4027,ukb_b_5779,999,54,iv-0.7268354247537612,8/12/20 11:36,999
4028,ukb_b_5779,999,55,iv-0.7268354247537612,8/12/20 11:36,999
4029,ukb_b_5779,999,56,iv-0.7268354247537612,8/12/20 11:36,999
4030,ukb_b_5779,999,57,iv-0.7268354247537612,8/12/20 11:36,999
4031,ukb_b_5779,999,58,iv-0.7268354247537612,8/12/20 11:36,999
4032,ukb_b_5779,999,59,iv-0.7268354247537612,8/12/20 11:36,999
4033,ukb_b_5779,999,60,iv-0.7268354247537612,8/12/20 11:36,999
4034,ukb_b_5779,999,61,iv-0.7268354247537612,8/12/20 11:36,999
4035,ukb_b_5779,999,62,iv-0.7268354247537612,8/12/20 11:36,999
4036,ukb_b_5779,999,63,iv-0.7268354247537612,8/12/20 11:36,999
4037,ukb_b_5779,999,64,iv-0.7268354247537612,8/12/20 11:36,999
4038,ukb_b_5779,999,65,iv-0.7268354247537612,8/12/20 11:36,999
4039,ukb_b_5779,999,66,iv-0.7268354247537612,8/12/20 11:36,999
4040,ukb_b_5779,999,67,iv-0.7268354247537612,8/12/20 11:36,999
4041,ukb_b_5779,999,68,iv-0.7268354247537612,8/12/20 11:36,999
4042,ukb_b_5779,999,69,iv-0.7268354247537612,8/12/20 11:36,999
4043,ukb_b_5779,999,70,iv-0.7268354247537612,8/12/20 11:36,999
4044,ukb_b_5779,999,71,iv-0.7268354247537612,8/12/20 11:36,999
4045,ukb_b_5779,999,72,iv-0.7268354247537612,8/12/20 11:36,999
4046,ukb_b_5779,999,73,iv-0.7268354247537612,8/12/20 11:36,999
4047,ukb_b_5779,999,74,iv-0.7268354247537612,8/12/20 11:36,999
4048,ukb_b_5237,999,75,iv-0.7268354247537612,8/12/20 11:37,999
4049,ukb_b_5237,999,76,iv-0.7268354247537612,8/12/20 11:37,999
4050,ukb_b_5237,999,77,iv-0.7268354247537612,8/12/20 11:37,999
4051,ukb_b_5238,999,78,iv-0.7268354247537612,8/12/20 11:37,999
4052,ukb_b_5238,999,79,iv-0.7268354247537612,8/12/20 11:37,999
4053,ukb_b_5238,999,80,iv-0.7268354247537612,8/12/20 11:37,999
4054,ukb_b_5238,999,81,iv-0.7268354247537612,8/12/20 11:37,999
4055,ieu_a_1018,999,82,iv-0.7268354247537612,8/12/20 11:37,999
4056,ukb_b_4710,999,83,iv-0.7268354247537612,8/12/20 11:38,999
4057,ukb_b_4710,999,84,iv-0.7268354247537612,8/12/20 11:38,999
4058,ukb_b_4710,999,85,iv-0.7268354247537612,8/12/20 11:38,999
4059,ukb_b_4710,999,86,iv-0.7268354247537612,8/12/20 11:38,999
4060,ukb_b_4710,999,87,iv-0.7268354247537612,8/12/20 11:38,999
4061,ukb_b_4710,999,88,iv-0.7268354247537612,8/12/20 11:38,999
4062,ukb_b_4710,999,89,iv-0.7268354247537612,8/12/20 11:38,999
4063,ukb_b_4710,999,90,iv-0.7268354247537612,8/12/20 11:38,999
4064,ukb_b_4710,999,91,iv-0.7268354247537612,8/12/20 11:38,999
4065,ukb_b_4710,999,92,iv-0.7268354247537612,8/12/20 11:38,999
4066,ukb_b_4710,999,93,iv-0.7268354247537612,8/12/20 11:38,999
4067,ieu_a_1239,999,94,iv-0.7268354247537612,8/12/20 11:38,999
4068,ieu_a_1239,999,95,iv-0.7268354247537612,8/12/20 11:38,999
4069,ukb_b_4710,999,96,iv-0.7268354247537612,8/12/20 11:38,999
4070,ukb_b_4710,999,97,iv-0.7268354247537612,8/12/20 11:38,999
4071,ukb_b_4710,999,98,iv-0.7268354247537612,8/12/20 11:38,999
4072,ukb_b_4710,999,99,iv-0.7268354247537612,8/12/20 11:38,999
4073,ukb_b_4710,999,100,iv-0.7268354247537612,8/12/20 11:38,999
4074,ukb_b_4710,999,101,iv-0.7268354247537612,8/12/20 11:38,999
4075,ukb_b_4710,999,102,iv-0.7268354247537612,8/12/20 11:38,999
4076,ukb_b_4710,999,103,iv-0.7268354247537612,8/12/20 11:38,999
4077,ukb_b_4710,999,104,iv-0.7268354247537612,8/12/20 11:38,999
4078,ukb_b_4710,999,105,iv-0.7268354247537612,8/12/20 11:38,999
4079,ieu_a_24,999,106,iv-0.7268354247537612,8/12/20 11:38,999
4080,ieu_a_24,999,107,iv-0.7268354247537612,8/12/20 11:38,999
4081,ieu_a_24,999,108,iv-0.7268354247537612,8/12/20 11:38,999
4082,ieu_a_24,999,109,iv-0.7268354247537612,8/12/20 11:38,999
4083,ieu_a_24,999,110,iv-0.7268354247537612,8/12/20 11:38,999
4084,ieu_a_24,999,111,iv-0.7268354247537612,8/12/20 11:38,999
4085,ukb_b_19953,999,112,iv-0.7268354247537612,8/12/20 11:38,999
4086,ukb_b_19953,999,113,iv-0.7268354247537612,8/12/20 11:38,999
4087,ukb_b_19953,999,114,iv-0.7268354247537612,8/12/20 11:38,999
4088,ukb_b_19953,999,115,iv-0.7268354247537612,8/12/20 11:38,999
4089,ukb_b_5076,999,116,iv-0.7268354247537612,8/12/20 11:38,999
4090,ukb_b_5076,999,117,iv-0.7268354247537612,8/12/20 11:38,999
4091,ieu_a_1018,999,118,iv-0.7268354247537612,8/12/20 11:38,999
4092,ukb_b_4710,999,119,iv-0.7268354247537612,8/12/20 11:39,999
4093,ukb_b_5238,999,120,iv-0.7268354247537612,8/12/20 11:39,999
4094,ukb_b_5238,999,121,iv-0.7268354247537612,8/12/20 11:39,999
4095,ukb_b_5238,999,122,iv-0.7268354247537612,8/12/20 11:39,999
4096,ukb_b_5238,999,123,iv-0.7268354247537612,8/12/20 11:39,999
4097,ukb_b_19953,999,124,iv-0.7268354247537612,8/12/20 11:39,999
4098,ukb_b_19953,999,125,iv-0.7268354247537612,8/12/20 11:39,999
4099,ieu_a_24,999,126,iv-0.7268354247537612,8/12/20 11:39,999
4100,ukb_b_5779,999,127,iv-0.7268354247537612,8/12/20 11:39,999
4101,ukb_b_3957,999,128,iv-0.7268354247537612,8/12/20 11:39,999
4102,ukb_b_4956,999,129,iv-0.7268354247537612,8/12/20 11:39,999
4103,ieu_a_1239,999,130,iv-0.7268354247537612,8/12/20 11:40,999
4104,ieu_a_1018,999,131,iv-0.7268354247537612,8/12/20 11:40,999
4105,ukb_b_4710,999,132,iv-0.7268354247537612,8/12/20 11:40,999
4106,ukb_b_4710,999,133,iv-0.7268354247537612,8/12/20 11:40,999
4107,ukb_b_4710,999,134,iv-0.7268354247537612,8/12/20 11:40,999
4108,ukb_b_4710,999,135,iv-0.7268354247537612,8/12/20 11:40,999
4109,ukb_b_4710,999,136,iv-0.7268354247537612,8/12/20 11:40,999
4110,ukb_b_4710,999,137,iv-0.7268354247537612,8/12/20 11:40,999
4111,ukb_b_4710,999,138,iv-0.7268354247537612,8/12/20 11:40,999
4112,ukb_b_4710,999,139,iv-0.7268354247537612,8/12/20 11:40,999
4113,ukb_b_4710,999,140,iv-0.7268354247537612,8/12/20 11:40,999
4114,ukb_b_4710,999,141,iv-0.7268354247537612,8/12/20 11:40,999
4115,ukb_b_4710,999,142,iv-0.7268354247537612,8/12/20 11:40,999
4116,ukb_b_4710,999,143,iv-0.7268354247537612,8/12/20 11:40,999
4117,ukb_b_4710,999,144,iv-0.7268354247537612,8/12/20 11:40,999
4118,ukb_b_4710,999,145,iv-0.7268354247537612,8/12/20 11:40,999
4119,ukb_b_4710,999,146,iv-0.7268354247537612,8/12/20 11:40,999
4120,ukb_b_4710,999,147,iv-0.7268354247537612,8/12/20 11:40,999
4121,ukb_b_4710,999,148,iv-0.7268354247537612,8/12/20 11:40,999
4122,ukb_b_4710,999,149,iv-0.7268354247537612,8/12/20 11:40,999
4123,ukb_b_19953,999,150,iv-0.7268354247537612,8/12/20 11:41,999
4124,ukb_b_19953,999,151,iv-0.7268354247537612,8/12/20 11:41,999
4125,ieu_a_1239,ieu_a_118,1,game-0.5404689119699502,8/12/20 11:41,52
4126,ieu_a_1018,999,152,iv-0.7268354247537612,8/12/20 11:41,999
4127,ukb_b_5779,ukb_b_4956,1,game-0.5404689119699502,8/12/20 11:41,100
4128,ukb_b_19953,ieu_a_24,1,game-0.5404689119699502,8/12/20 11:44,69
4129,ieu_a_1239,ieu_a_24,1,game-0.5404689119699502,8/12/20 11:44,100
4130,ieu_a_1187,ukb_b_3957,1,game-0.5404689119699502,8/12/20 11:45,0
4131,ukb_b_4710,ukb_b_5237,1,game-0.5404689119699502,8/12/20 11:46,100
4132,ukb_b_3957,ieu_a_1239,1,game-0.5404689119699502,8/12/20 11:46,100
4133,ukb_b_5779,ukb_b_5076,1,game-0.5404689119699502,8/12/20 11:47,0
4134,ieu_a_1239,ukb_b_5238,1,game-0.5404689119699502,8/12/20 11:47,100
4135,ukb_b_3957,ieu_a_1239,1,game-0.5404689119699502,8/12/20 11:48,100
4136,ieu_a_1239,ukb_b_5238,1,game-0.5404689119699502,8/12/20 11:48,100
4137,ukb_b_8476,ieu_a_118,1,game-0.5404689119699502,8/12/20 11:48,100
4138,ukb_b_3957,ukb_b_5779,1,game-0.5404689119699502,8/12/20 11:48,100
4139,ukb_b_3957,ieu_a_1239,1,game-0.5404689119699502,8/12/20 11:48,100
4140,ieu_a_1187,ukb_b_8476,1,game-0.5404689119699502,8/12/20 11:49,0
4141,ieu_a_1239,ieu_a_24,1,game-0.5404689119699502,8/12/20 11:49,100
4142,ieu_a_1239,ukb_b_19953,1,game-0.5404689119699502,8/12/20 11:49,100
4143,ukb_b_8476,ieu_a_118,1,game-0.5404689119699502,8/12/20 11:49,100
4144,ieu_a_1239,ieu_a_7,1,game-0.5404689119699502,8/12/20 11:50,100
4145,ieu_a_1239,ieu_a_24,1,game-0.5404689119699502,8/12/20 11:50,100
4146,ieu_a_1239,ieu_a_24,1,game-0.5404689119699502,8/12/20 11:50,100
4147,ukb_b_3957,ieu_a_1239,1,game-0.5404689119699502,8/12/20 11:50,100
4148,ukb_b_3957,ieu_a_1239,1,game-0.5404689119699502,8/12/20 11:50,100
4149,ukb_b_6519,ukb_b_3957,1,game-0.5404689119699502,8/12/20 11:50,73
4150,ukb_b_3957,ieu_a_1239,1,game-0.5404689119699502,8/12/20 11:50,100
4151,ieu_a_1239,ukb_b_4710,1,game-0.5404689119699502,8/12/20 11:51,100
4152,ukb_b_6519,ukb_b_8476,1,game-0.5404689119699502,8/12/20 11:51,100
4153,ukb_b_3957,ukb_b_5779,1,game-0.5404689119699502,8/12/20 11:51,100
4154,ukb_b_5779,ukb_b_5238,1,game-0.5404689119699502,8/12/20 11:51,12
4155,ukb_b_5779,ukb_b_4956,1,game-0.5404689119699502,8/12/20 11:52,100
4156,ieu_a_1187,ukb_b_6519,1,game-0.5404689119699502,8/12/20 11:52,100
4157,ukb_b_5779,ukb_b_4956,1,game-0.5404689119699502,8/12/20 11:52,100
4158,ieu_a_1187,ieu_a_1018,1,game-0.5404689119699502,8/12/20 11:52,0
4159,ukb_b_5779,ukb_b_4956,1,game-0.5404689119699502,8/12/20 11:52,100
4160,ieu_a_1239,ukb_b_4710,1,game-0.5404689119699502,8/12/20 11:52,100
4161,ieu_a_1239,ieu_a_118,1,game-0.5404689119699502,8/12/20 11:52,52
4162,ukb_b_4710,ukb_b_5237,1,game-0.5404689119699502,8/12/20 11:52,100
4163,ieu_a_1187,ukb_b_6519,1,game-0.5404689119699502,8/12/20 11:53,100
4164,ukb_b_5779,ukb_b_4956,1,game-0.5404689119699502,8/12/20 11:53,100
4165,ukb_b_3957,ieu_a_1239,1,game-0.5404689119699502,8/12/20 11:53,100
4166,ukb_b_5779,ieu_a_7,1,game-0.6780910085790288,8/12/20 12:26,10
4167,ukb_b_19953,ukb_b_4710,1,game-0.7358522360992177,8/12/20 12:29,100
4168,ukb_b_8476,ieu_a_118,1,game-0.7358522360992177,8/12/20 12:30,100
4169,"ieu_a_1239,ukb_b_19953",ukb_b_4710,2,game-0.7358522360992177,8/12/20 12:30,100
4170,"ieu_a_1187,ukb_b_5238",ieu_a_1239,2,game-0.7358522360992177,8/12/20 12:31,0
4171,"ukb_b_6519,ukb_b_8476",ukb_b_3957,2,game-0.7358522360992177,8/12/20 12:31,100
4172,"ukb_b_6519,ieu_a_1239",ieu_a_961,2,game-0.7358522360992177,8/12/20 12:31,92
4173,"ieu_a_1239,ukb_b_19953",ieu_a_7,2,game-0.7358522360992177,8/12/20 12:32,81
4174,ieu_a_1239,999,1,iv-0.6490823629889597,8/12/20 14:05,999
4175,ukb_b_19953,999,2,iv-0.6490823629889597,8/12/20 14:05,999
4176,ukb_b_4710,999,3,iv-0.6490823629889597,8/12/20 14:06,999
4177,ieu_a_1018,999,4,iv-0.6490823629889597,8/12/20 14:06,999
4178,ieu_a_1018,999,5,iv-0.6490823629889597,8/12/20 14:06,999
4179,ukb_b_8476,999,6,iv-0.6490823629889597,8/12/20 14:06,999
4180,ukb_b_6519,999,7,iv-0.6490823629889597,8/12/20 14:06,999
4181,ieu_a_1187,999,8,iv-0.6490823629889597,8/12/20 14:06,999
4182,ukb_b_5238,999,9,iv-0.6490823629889597,8/12/20 14:07,999
4183,ukb_b_5779,999,10,iv-0.6490823629889597,8/12/20 14:07,999
4184,ieu_a_7,999,11,iv-0.6490823629889597,8/12/20 14:08,999
4185,ieu_a_1239,999,13,iv-0.6490823629889597,8/12/20 14:08,999
4186,ieu_a_1239,999,12,iv-0.6490823629889597,8/12/20 14:08,999
4187,ieu_a_24,ukb_b_6519,1,game-0.47968412208433986,8/12/20 14:09,0
4188,ukb_b_19953,999,14,iv-0.6490823629889597,8/12/20 14:09,999
4189,ieu_a_24,ieu_a_118,1,game-0.47968412208433986,8/12/20 14:10,0
4190,ukb_b_3957,ieu_a_7,1,game-0.47968412208433986,8/12/20 14:11,42
4191,ukb_b_8476,ukb_b_5779,1,game-0.47968412208433986,8/12/20 14:11,66
4192,ieu_a_1187,ukb_b_5237,1,game-0.47968412208433986,8/12/20 14:12,0
4193,ukb_b_6519,ukb_b_5237,1,game-0.47968412208433986,8/12/20 14:13,0
4194,ieu_a_1239,ukb_b_4956,1,game-0.47968412208433986,8/12/20 14:13,100
4195,ukb_b_4956,999,1,iv-0.528407062761822,8/12/20 14:46,999
4196,ukb_b_5779,999,2,iv-0.528407062761822,8/12/20 14:46,999
4197,ieu_a_1239,999,3,iv-0.528407062761822,8/12/20 14:46,999
4198,ukb_b_4710,999,4,iv-0.528407062761822,8/12/20 14:46,999
4199,ukb_b_5076,999,5,iv-0.528407062761822,8/12/20 14:46,999
4200,ukb_b_5238,999,6,iv-0.528407062761822,8/12/20 14:46,999
4201,ukb_b_5237,999,7,iv-0.528407062761822,8/12/20 14:46,999
4202,ukb_b_19953,999,8,iv-0.528407062761822,8/12/20 14:46,999
4203,ieu_a_24,999,9,iv-0.528407062761822,8/12/20 14:46,999
4204,ieu_a_7,999,10,iv-0.528407062761822,8/12/20 14:46,999
4205,ukb_b_3957,999,11,iv-0.528407062761822,8/12/20 14:46,999
4206,ieu_a_1018,999,12,iv-0.528407062761822,8/12/20 14:46,999
4207,ieu_a_1018,999,13,iv-0.528407062761822,8/12/20 14:46,999
4208,ieu_a_1018,999,14,iv-0.528407062761822,8/12/20 14:46,999
4209,ieu_a_1018,999,15,iv-0.528407062761822,8/12/20 14:46,999
4210,ieu_a_1018,999,16,iv-0.528407062761822,8/12/20 14:46,999
4211,ieu_a_1018,999,17,iv-0.528407062761822,8/12/20 14:46,999
4212,ieu_a_1018,999,18,iv-0.528407062761822,8/12/20 14:46,999
4213,ieu_a_1018,999,19,iv-0.528407062761822,8/12/20 14:46,999
4214,ieu_a_1018,999,20,iv-0.528407062761822,8/12/20 14:46,999
4215,ieu_a_1018,999,21,iv-0.528407062761822,8/12/20 14:46,999
4216,ieu_a_118,999,22,iv-0.528407062761822,8/12/20 14:46,999
4217,ieu_a_118,999,23,iv-0.528407062761822,8/12/20 14:46,999
4218,ukb_b_6519,999,24,iv-0.528407062761822,8/12/20 14:46,999
4219,ukb_b_6519,999,25,iv-0.528407062761822,8/12/20 14:46,999
4220,ieu_a_1187,999,26,iv-0.528407062761822,8/12/20 14:46,999
4221,ukb_b_8476,999,27,iv-0.528407062761822,8/12/20 14:46,999
4222,ukb_b_4956,999,28,iv-0.528407062761822,8/12/20 14:46,999
4223,ukb_b_4956,999,29,iv-0.528407062761822,8/12/20 14:46,999
4224,ukb_b_4956,999,30,iv-0.528407062761822,8/12/20 14:46,999
4225,ukb_b_4956,999,31,iv-0.528407062761822,8/12/20 14:46,999
4226,ieu_a_1239,999,32,iv-0.528407062761822,8/12/20 14:46,999
4227,ieu_a_1239,999,33,iv-0.528407062761822,8/12/20 14:46,999
4228,ieu_a_1239,999,34,iv-0.528407062761822,8/12/20 14:46,999
4229,ieu_a_1239,999,35,iv-0.528407062761822,8/12/20 14:46,999
4230,ieu_a_1239,999,36,iv-0.528407062761822,8/12/20 14:46,999
